日付,種別,名称,部,場所,曲順,曲名,センター1,センター2,備考,参照元1,参照元2,参照元3,※ライブ数集計用のユニーク文字列
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,11,指望遠鏡,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,12,君の名は希望,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,13,走れ!Bicycle,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,14,シャキイズム,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,15,ハウス!,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,16,涙がまだ悲しみだった頃,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,17,ぐるぐるカーテン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,EN1,人間という楽器,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,EN2,おいでシャンプー,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/19,全体,真夏の全国ツアー2013 北海道公演,夜,Zepp Sapporo,EN3,乃木坂の詩,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/186012,,41505真夏の全国ツアー2013 北海道公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,1,おいでシャンプー,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,2,会いたかったかもしれない,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,3,ロマンティックいか焼き,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,4,扇風機,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,5,ガールズルール,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,6,失いたくないから,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,7,やさしさなら間に合ってる,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,8,13日の金曜日,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,9,偶然を言い訳にして,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,10,サイコキネシスの可能性,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,11,心の薬,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,12,人間という楽器,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,13,走れ!Bicycle,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,14,人はなぜ走るのか?,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,15,世界で一番 孤独なLover,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,16,狼に口笛を,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,17,制服のマネキン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,EN1,君の名は希望,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,EN2,ぐるぐるカーテン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,昼,Zepp Fukuoka,EN3,乃木坂の詩,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183658,,41509真夏の全国ツアー2013 福岡公演昼
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,1,制服のマネキン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,2,人はなぜ走るのか?,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,3,世界で一番 孤独なLover,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,4,狼に口笛を,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,5,ガールズルール,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,6,失いたくないから,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,7,春のメロディー,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,8,でこぴん,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,9,水玉模様,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,10,白い雲にのって,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,11,音が出ないギター,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,12,人間という楽器,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,13,走れ!Bicycle,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,14,シャキイズム,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,15,ハウス!,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,16,涙がまだ悲しみだった頃,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,17,ぐるぐるカーテン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,EN1,君の名は希望,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,EN2,おいでシャンプー,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/23,全体,真夏の全国ツアー2013 福岡公演,夜,Zepp Fukuoka,EN3,乃木坂の詩,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/183659,,41509真夏の全国ツアー2013 福岡公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,1,おいでシャンプー,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,2,会いたかったかもしれない,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,3,ロマンティックいか焼き,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,4,扇風機,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,5,ガールズルール,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,6,失いたくないから,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,7,左胸の勇気,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,8,せっかちなかたつむり,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,9,海流の島よ,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,10,他の星から,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,11,指望遠鏡,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,12,人間という楽器,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,13,走れ!Bicycle,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,14,人はなぜ走るのか?,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,15,世界で一番 孤独なLover,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,16,狼に口笛を,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,17,制服のマネキン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,EN1,君の名は希望,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,EN2,ぐるぐるカーテン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,昼,Zepp Namba,EN3,乃木坂の詩,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189172,,41513真夏の全国ツアー2013 大阪公演昼
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,1,ぐるぐるカーテン,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,2,シャキイズム,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,3,ハウス!,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,4,涙がまだ悲しみだった頃,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,5,ガールズルール,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,6,失いたくないから,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,7,やさしさなら間に合ってる,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,8,13日の金曜日,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,9,偶然を言い訳にして,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
2013/8/27,全体,真夏の全国ツアー2013 大阪公演,夜,Zepp Namba,10,サイコキネシスの可能性,,,,https://nogizakaworld.com/setlist-summer/,https://www.livefans.jp/events/189171,,41513真夏の全国ツアー2013 大阪公演夜
